Description,Meaning,Source,Type
강철이 간 데는 가을도 봄이라,"강철이 지나간 곳에는 초목이나 곡식이 다 말라 죽는다는 뜻으로, 운수가 기박한 사람은 팔자가 사나워서 가는 곳마다 불행한 사고가 일어남을 비유적으로 이르는 말.,악독한 방해자가 나타나거나 불운이 겹쳐 다 되어 가는 일이 낭패를 보는 경우를 이르는 말.",고려대 한국어대사전,속담
강태공 위수 변에 주 문왕 기다리듯,큰 뜻을 품고 때가 오기를 기다리는 모양을 비유적으로 이르는 말.,표준국어대사전,속담
갖은 황아다,"황아장수가 여러 가지를 다 갖추어 가지고 다닌다는 뜻으로, 여러 가지 것이 골고루 많이 있는 것을 이르는 말.",표준국어대사전,속담
갗에서 좀 난다,"가죽을 쏠아 먹는 좀이 가죽에서 생긴다는 뜻으로, 화근이 그 자체에 있음을 비유적으로 이르는 말.,가죽에 좀이 나서 가죽을 다 먹게 되면 결국 좀도 살 수 없게 된다는 뜻으로, 형제간이나 동류끼리의 싸움은 양편에 다 해로울 뿐임을 비유적으로 이르는 말.",표준국어대사전,속담
같은 값이면 과부 집 머슴살이,이왕 일을 할 바에는 자기에게 더 유리한 곳을 택한다는 뜻으로 이르는 말.,고려대 한국어대사전,속담
같은 값이면 은가락지 낀 손에 맞으랬다,꾸지람을 듣거나 벌을 받을 경우라도 이왕이면 덕 있고 이름 있는 사람에게 당하는 것이 좋음을 비유적으로 이르는 말.,표준국어대사전,속담
같은 말도 툭 해서 다르고 탁 해서 다르다,말이란 같은 내용이라도 표현하는 데 따라서 아주 다르게 들린다는 말. <동의 속담> ‘말이란 탁 해 다르고 툭 해 다르다’ ‘말이란 아 해 다르고 어 해 다르다’,우리말샘,속담
같은 말이라도 아 다르고 어 다르다,"비슷한 말이라도 어떻게 하느냐에 따라 듣기 좋은 말이 되기도 하고 듣기 싫은 말이 되기도 하므로 말을 가려 해야 한다는 말. (=길은 갈 탓(이요) 말은 할 탓(이라), 말은 꾸밀 탓으로 간다, 아 해 다르고 어 해 다...",고려대 한국어대사전,속담
같은 물에 놀다,같은 환경에서 한데 몰려다니며 같은 짓을 하다.,표준국어대사전,관용구
같은 손가락에도 길고 짧은 것이 있다,아무리 같은 조건에 있다고 하더라도 조금씩은 서로 차이가 있게 마련이라는 것을 비유적으로 이르는 말.,표준국어대사전,속담
개 귀에 방울,옷차림이나 지닌 물건 따위가 제격에 맞지 아니하여 어울리지 않음을 비유적으로 이르는 말.,표준국어대사전,속담
개 꾸짖듯,체면을 보지 않고 막되게 꾸짖음을 이르는 말.,표준국어대사전,속담
개 눈에는 똥만 보인다,평소에 자신이 좋아하거나 관심을 가지고 있는 것만이 눈에 띈다는 것을 놀림조로 이르는 말.,표준국어대사전,속담
개 닭 보듯,서로 무심하게 보는 모양을 비유적으로 이르는 말.,표준국어대사전,속담
개 대가리에 관,옷차림이나 지닌 물건 따위가 제격에 맞지 아니하여 어울리지 않음을 비유적으로 이르는 말.,표준국어대사전,속담
개 대가리에 관〔옥관자〕,"개의 머리에 관을 씌웠다는 뜻으로, 격(格)에 맞지 않고 지나침을 이르는 말. (=개 귀에 방울, 개 목에 방울이라, 개에게 호패, 개발에 (주석) 편자, 사모에 갓끈.)",고려대 한국어대사전,속담
개 떼 모이듯,권세가 있는 데로 붙좇아 모여드는 모양을 이르는 말.,고려대 한국어대사전,속담
개 머루 먹듯,"참맛도 모르면서 바삐 먹어 치우는 것을 이르는 말.,내용이 틀리거나 말거나 일을 건성건성 날려서 함을 비유적으로 이르는 말.,뜻도 모르면서 아는 체함을 이르는 말.",표준국어대사전,속담
개 못된 것은 들에 가서 짖는다,"개는 집을 지키며 집에서 짖는 짐승인데 못된 개는 쓸데없이 들판에 나가 짖는다는 뜻으로, 제가 마땅히 해야 할 일은 하지 아니하고 아무 소용도 없는 데 가서 잘난 체하고 떠드는 행동을 이르는 말.",표준국어대사전,속담
개 못된 것은 부뚜막에 올라간다,"못된 개가 도적은 지키지 않고 더러운 발로 부뚜막에 올라간다는 뜻으로, 제구실도 다하지 못하는 사람이 못된 짓만 함을 이르는 말.",우리말샘,속담
개 발에  편자,옷차림이나 지닌 물건 따위가 제격에 맞지 아니하여 어울리지 않음을 비유적으로 이르는 말.,표준국어대사전,속담
개 발에 땀 나다,"땀이 잘 나지 아니하는 개 발에 땀이 나듯이, 해내기 어려운 일을 이루기 위하여 부지런히 움직임을 이르는 말.",표준국어대사전,관용구
개 보름 쇠듯,명절 같은 날에 제대로 먹지도 못하고 지냄을 이르는 말. (=상원의 개와 같다.),고려대 한국어대사전,속담
개 보름 쇠듯 ,"대보름날 개에게 음식을 주면 여름에 파리가 많이 꼬인다고 하여 개를 굶긴다는 뜻으로, 남들은 다 잘 먹고 지내는 명절 같은 날에 제대로 먹지도 못하고 지냄을 비유적으로 이르는 말.",표준국어대사전,속담
개 새끼 끌고 다니듯,이리저리로 마구 끌고 다니는 모습을 비유적으로 이르는 말.,표준국어대사전,속담
개 새끼 밉다니까 우쭐대며 똥 싼다,얄미운 놈이 잘난 체하며 못되게 구는 꼴을 비속하게 이르는 말.,표준국어대사전,속담
개 새끼 한 마리 얼씬하지 않다,"사람은커녕 움직이는 동물조차 찾아볼 수 없다는 뜻으로, 아무것도 다니지 않고 조용함을 이르는 말.",표준국어대사전,관용구
개 새끼는 도둑 지키고 닭 새끼는 홰를 친다,사람은 저마다의 분수와 소임이 따로 있음을 비유적으로 이르는 말.,표준국어대사전,속담
개 새끼도 주인을 보면 꼬리를 친다,"짐승인 개도 자기를 돌봐 주는 주인을 안다는 뜻으로, 배은망덕한 사람을 꾸짖어 이르는 말.",표준국어대사전,속담
개 새끼치고 물지 않는 종자 없다,배우거나 익히지 않아도 타고난 천성은 저절로 드러남을 비유적으로 이르는 말.,표준국어대사전,속담
개 싸대듯,아무 데나 함부로 마구 쏘다니다.,표준국어대사전,관용구
개 입에서 개 말 나온다,되지못한 사람의 입에서는 고운 말이 나올 수 없음을 비꼬아 이르는 말.,고려대 한국어대사전,속담
개 잡듯,개를 잡을 때처럼 함부로 치고 때리다.,표준국어대사전,관용구
개 잡듯〔패듯〕하다,(사람이 대상을) 함부로 때리거나 몹시 치다.,고려대 한국어대사전,관용구
개 잡아먹고 동네 인심 잃고 닭 잡아먹고 이웃 인심 잃는다,"개를 잡아 온 동네에 나누어 주고, 닭을 잡아 이웃 간에 나누어 먹더라도, 많다 적다 또는 주었다 안 주었다 하고 구설을 듣게 되기 쉬우므로, 색다른 음식을 하여 나누어 먹기 어려움을 이르는 말.",고려대 한국어대사전,속담
개 창자에 보위시킨다,"개의 위를 더 건강하게 한다는 뜻으로, 격에 맞지 않는 헛된 일을 함을 이르는 말.",고려대 한국어대사전,속담
개 팔아 두 냥 반,"개를 팔아 두 냥 반을 받았으니 양반(兩班)은 한 냥 반으로 개 한 마리 값만도 못하다는 뜻으로, 못난 양반을 놀림조로 이르는 말.",표준국어대사전,속담
개 팔자가 상팔자,"놀고 있는 개가 부럽다는 뜻으로, 일이 분주하거나 고생스러울 때 넋두리로 하는 말.,제 팔자가 하도 나쁘니 차라리 개 팔자가 더 좋겠다고 넋두리로 하는 말.",표준국어대사전,속담
개 패듯,함부로 때리고 치다.,표준국어대사전,관용구
개 호랑이가 물어 간 것만큼 시원하다,"미운 개를 버리지도 못하고 속을 썩이던 중 호랑이가 물어 가서 시원하다는 뜻으로, 꺼림칙한 것이 없어져 개운하고 시원함을 이르는 말.",표준국어대사전,속담
개가 개를 낳지,"개가 개 새끼를 낳는다는 뜻으로, 못난 어버이에게서 못난 자식이 나지 별 수 없음을 비유적으로 이르는 말.",표준국어대사전,속담
개가 똥을 마다할까〔마다한다〕,틀림없이 좋을 텐데 짐짓 싫다고 거절하는 것을 비꼬아 이르는 말. (=까마귀가 메밀을 마다한다.),고려대 한국어대사전,속담
개가 룡상에 앉은 격,"개가 임금이 앉는 용상에 앉은 것과 같다는 뜻으로, 전혀 격에 어울리지 아니하는 자리에 앉은 것을 비꼬는 말.",표준국어대사전,속담
개가 미쳐 나면 소도 미쳐 난다,어느 한 대상의 영향을 다른 대상이 받게 됨을 비유적으로 이르는 말.,표준국어대사전,속담
개가 미친다고 소까지 미치겠나,"개가 미친다고 해서 소까지 미칠 수는 없는 법이라는 뜻으로, 남의 장단에 함께 춤출 수 없음을 이르는 말.",표준국어대사전,속담
개가 약과 먹은 것 같다,참맛도 모르면서 바삐 먹어 치우는 것을 이르는 말.,표준국어대사전,속담
개가 제 방귀에 놀란다,대단하지 않은 일에 깜짝깜짝 잘 놀라는 경솔한 사람을 두고 놀림조로 이르는 말.,고려대 한국어대사전,속담
개가 짖어도 행차는 간다,비록 하찮은 것이 방해를 한다 하더라도 거기에 상관없이 일이 예정대로 진행됨을 이르는 말.,표준국어대사전,속담
개같이 벌어서 정승같이 산다,돈을 벌 때는 천한 일이라도 하면서 벌고 쓸 때는 떳떳하고 보람 있게 씀을 비유적으로 이르는 말.,표준국어대사전,속담
개같이 벌어서 정승같이 산다〔쓴다〕,직업의 귀천을 따질 것 없이 악착같이 돈을 벌고 그것으로 아주 여유 있고 고상하게 살면 된다는 말.,고려대 한국어대사전,속담
개구리 삼킨 뱀의 배,보기와는 달리 꼿꼿하고 고집이 센 사람을 비유적으로 이르는 말.,표준국어대사전,속담
개구리 올챙이 적 생각 못 한다,형편이나 사정이 전에 비하여 나아진 사람이 지난날의 미천하거나 어렵던 때의 일을 생각지 아니하고 처음부터 잘난 듯이 뽐냄을 비유적으로 이르는 말.,표준국어대사전,속담
개구멍으로 통량갓을 굴려 낼 놈,남을 속이는 데 놀랄 만큼 교묘한 사람을 비꼬는 말.,표준국어대사전,속담
개구멍으로 통량갓을 굴려 낼 놈〔내겠다〕,"통량갓은 통영에서 만든 갓의 종류라는 뜻으로, 교묘한 수단을 써서 남을 잘 속이는 사람을 이르는 말. (=쥐구멍으로 통영갓을 굴려 낼 놈.)",고려대 한국어대사전,속담
개꼬리 삼 년 두어도 황모 못 된다〔되지 않는다〕,"원래부터 본바탕이 나쁜 것은 아무리 가도 그 본질을 바꾸지 못함을 비유적으로 이르는 말. (=센개 꼬리 시궁창에 삼 년 묻었다 보아도 센개 꼬리이다, 오그라진 개꼬리 대봉통에 삼 년 두어도 아니 펴진다, 흰 개...",고려대 한국어대사전,속담
개꼬리가 개 몸뚱이를 흔든다,"부차적인 것이 기본이 되는 것을 좌지우지한다는 뜻으로, 본말(本末)이 거꾸로 된 경우를 비유적으로 이르는 말.",고려대 한국어대사전,속담
개나발 불다,사리에 맞지 아니하는 헛소리를 하다.,표준국어대사전,관용구
개는 나면서부터 짖는다,"개가 태어나면서부터 짖듯이, 못된 짓을 하는 사람도 타고난 성품임을 비유적으로 이르는 말.",표준국어대사전,속담
개는 잘 짖는다고 개가 아니다,사람은 말만 잘해서는 훌륭한 사람이라 할 수 없고 사람답게 처신을 잘해야 훌륭한 사람이 될 수 있다는 말.,고려대 한국어대사전,속담
개도 먹을 때는 안 때린다,"맛있게 음식을 먹고 있는 사람을 건드려서는 안 된다는 말. (=먹는 개도 아니 때린다, 먹을 때는 개도 때리지 않는다, 밥 먹을 때는 개도 안 때린다.)",고려대 한국어대사전,속담
개도 무는 개를 돌아본다,"같은 개끼리도 사나운 개를 두려워하듯이, 사람 사이에서도 영악하고 사나운 사람에게는 해를 입게 될 것을 두려워하여 도리어 잘 대함을 비유적으로 이르는 말.,너무 순하기만 하면 도리어 무시당하거나 관심을 끌지 못함을 비유적으로 이르는 말.",표준국어대사전,속담
개도 무는〔사나운〕 개를 돌아본다,"상대방이 영악하고 사나우면 그 해(害)를 입게 될 것을 두려워하여 도리어 잘 대한다는 말.,얌전히 있으면 오히려 대접을 못 받고 바른말을 하거나 보채거나 귀찮게 굴어야만 말을 들어주거나 정당한 대우를 받게 된다는 말.",고려대 한국어대사전,속담
개도 부지런해야 더운 똥을 얻어먹는다,사람이 잘 살려면 부지런해야 된다는 뜻으로 이르는 말.,고려대 한국어대사전,속담
개도 손 들 날이 있다,"개에게도 손님이 올 날이 있다는 뜻으로, 어려운 처지에 있는 사람일지라도 반가운 사람을 만나 기쁨을 나눌 수 있는 기회가 있음을 이르는 말.,나들이할 때 옷가지 등의 준비가 없음을 스스로 한탄하여 이르는 말.",표준국어대사전,속담
